name,url,address,phone,score,number ratings
Protea Hotel Umfolozi River,www.marriott.com/hotels/travel/rcbum-protea-hotel-umfolozi-river/,"Off the N2, 40km north of Richards Bay, Mtubatuba,Richards Bay,3935,South Africa,",+27-35-5510322,,
Renaissance Shanghai Pudong Hotel,www.marriott.com/hotels/travel/sharn-renaissance-shanghai-pudong-hotel/,"719 Ying Chun Road, Pudong New Area,Shanghai,200135,China,",+86-21-38714888,4.5 ,158
Courtyard Pune Hinjewadi,www.marriott.com/hotels/travel/pnqph-courtyard-pune-hinjewadi/,"S. No 19 & 20, P4 Rajiv Gandhi Infotech Park Phase 1, Hinjewadi,Pune,411057,India,",+91-20-42122222,4.7 ,116
Marriott Suites Pune,www.marriott.com/hotels/travel/pnqms-marriott-suites-pune/,"81 Mundhwa, Koregaon Park Annex,Pune,411036,India,",+91-20-67257777,4.6 ,27
JW Marriott Hotel New Delhi Aerocity,www.marriott.com/hotels/travel/delap-jw-marriott-hotel-new-delhi-aerocity/,"Asset Area 4 - Hospitality District, Delhi Aerocity,New Delhi,110037,India,",+91-11-4521 2121,4.5 ,266
Courtyard Raipur,www.marriott.com/hotels/travel/rprcy-courtyard-raipur/,"NH-6, Labhandi, Opposite Indira Gandhi Agriculture University,,Raipur,492012,India,",+91-771-4330000,4.7 ,10
Protea Hotel Emalahleni Witbank,www.marriott.com/hotels/travel/jnbwi-protea-hotel-emalahleni-witbank/,"167 Jellicoe Street,Emalahleni,Mpumalanga,1035,South Africa,",+27-13-6566424,,
Courtyard Pune Chakan,www.marriott.com/hotels/travel/pnqck-courtyard-pune-chakan/,"Plot P-7, MIDC, Chakan Industrial Area Phase-1, Talegaon Chakan road, Khalumbre,Pune,410501,India,",+91-21-3566 6666,4.7 ,116
Goa Marriott Resort & Spa,www.marriott.com/hotels/travel/goimc-goa-marriott-resort-and-spa/,"Post Box No. 64, Miramar,Panaji - Goa,403001,India,",+91-832-2463333,4.7 ,336
Renaissance Mumbai Convention Centre Hotel,www.marriott.com/hotels/travel/bombr-renaissance-mumbai-convention-centre-hotel/,"#2 & 3B, Near Chinmayanand Ashram, Powai,Mumbai,400 087,India,",+91-22-6692 7777,4.2 ,210
Shanghai Marriott Hotel Parkview,www.marriott.com/hotels/travel/shamp-shanghai-marriott-hotel-parkview/,"333 Guang Zhong Road West, Jing'an District,Shanghai,200072,China,",+86-21-3669 8888,4.5 ,189
Shanghai Marriott Hotel City Centre,www.marriott.com/hotels/travel/shamc-shanghai-marriott-hotel-city-centre/,"555 Xi Zang Road (Middle), Huangpu District,Shanghai,200003,China,",+86-21-2312 9888,4.7 ,379
"Lakeside Chalet, Mumbai - Marriott Executive Apartments",www.marriott.com/hotels/travel/bomer-lakeside-chalet-mumbai-marriott-executive-apartments/,"#2 & 3B, Near Chinmayanand Ashram, Powai,Mumbai,400 087,India,",+91-22-6692 8888,4.4 ,24
Shanghai Marriott Hotel Hongqiao,www.marriott.com/hotels/travel/shaqi-shanghai-marriott-hotel-hongqiao/,"2270 Hong Qiao Road, Changning District,Shanghai,200336,China,",+86-21-6010 6000,4.0 ,137
Shanghai Marriott Hotel Pudong East,www.marriott.com/hotels/travel/shapd-shanghai-marriott-hotel-pudong-east/,"15 Xinjinqiao Road, Pudong New District,Shanghai,Shanghai,201206,China,",+86-21-6036 8888,4.4 ,143
JW Marriott Hotel Shanghai at Tomorrow Square,www.marriott.com/hotels/travel/shajw-jw-marriott-hotel-shanghai-at-tomorrow-square/,"399 Nanjing West Road, Huangpu District,Shanghai,Shanghai,200003,China,",+86-21-53594969,4.5 ,290
Courtyard Shanghai-Pudong,www.marriott.com/hotels/travel/shacy-courtyard-shanghai-pudong/,"838 Dong Fang Road/Weifang Road, Pudong New Area,Shanghai,200122,China,",+86-21-6021 6888,4.2 ,234
JW Marriott Hotel Shanghai Changfeng Park,www.marriott.com/hotels/travel/shacp-jw-marriott-hotel-shanghai-changfeng-park/,"158 Da Du He Road, Putuo District,Shanghai,200062,China,",+86-21-22156666,4.5 ,378
Courtyard Shanghai Central,www.marriott.com/hotels/travel/shapx-courtyard-shanghai-central/,"338 Heng Feng Road,Shanghai,Shanghai,200070,China,",+86-21-2215-3888,4.5 ,486
Courtyard Shanghai Jiading,www.marriott.com/hotels/travel/shajd-courtyard-shanghai-jiading/,"No 3101 Huyi Highway, Jiading District,Shanghai,Shanghai,201821,China,",+86-21-3991 6888,4.4 ,210
Renaissance Sanya Resort & Spa,www.marriott.com/hotels/travel/syxbr-renaissance-sanya-resort-and-spa/,"1, Yezhou Road, Haitang Bay,Sanya,Hainan,572013,China,",+86-898-3885 8888,4.5 ,460
Xiangshui Bay Marriott Resort & Spa,www.marriott.com/hotels/travel/syxxb-xiangshui-bay-marriott-resort-and-spa/,"Xiangshui Bay Tourism Zone,Sanya,Hainan,572400,China,",+86-898-83099888,4.5 ,23
Shanghai Marriott Hotel Riverside,www.marriott.com/hotels/travel/shalu-shanghai-marriott-hotel-riverside/,"99 Jiangbin Road, Huangpu District,Shanghai,Shanghai,200023,China,",+86-21-53188888,4.4 ,195
Protea Hotel Pretoria Centurion,www.marriott.com/hotels/travel/prywa-protea-hotel-pretoria-centurion/,"Cnr Gordon hood and Hendrik Verwoerd, Centurion,Pretoria,0046,South Africa,",+27-12-663 8700,4.0 ,18
Courtyard Shanghai International Tourism and Resorts Zone,www.marriott.com/hotels/travel/shatr-courtyard-shanghai-international-tourism-and-resorts-zone/,"No 17 Lane 3999, Xiupu Road, Pudong District,Shanghai,201315,China,",+86-21-51509988,4.1 ,115
Protea Hotel Pretoria Capital,www.marriott.com/hotels/travel/pryca-protea-hotel-pretoria-capital/,"390 Van der Walt / Lilian Ngoyi Street,Pretoria,0001,South Africa,",+27-12-322-7795,3.8 ,9
Courtyard Shanghai Xujiahui,www.marriott.com/hotels/travel/shasx-courtyard-shanghai-xujiahui/,"100 HongQiao Road, Xuhui District,Shanghai,200030,China,",+86-21-6129 2888,4.7 ,300
Protea Hotel Polokwane Ranch Resort,www.marriott.com/hotels/travel/ptgra-protea-hotel-polokwane-ranch-resort/,"25 km south of Polokwane on the N1, R101, Farm Hollands Drift,Polokwane,700,South Africa,",+27-15-290-5000,4.4 ,9
Protea Hotel Polokwane Landmark,www.marriott.com/hotels/travel/ptgla-protea-hotel-polokwane-landmark/,"N1 Northbound,Polokwane,0700,South Africa,",+27-15-225-8100,3.1 ,8
African Pride Irene Country Lodge,www.marriott.com/hotels/travel/jnbic-african-pride-irene-country-lodge/,"Nellmapius Drive, Irene,Pretoria,0062,South Africa,",+27-12-6676464,4.5 ,13
Protea Hotel Hilton,www.marriott.com/hotels/travel/pzbhi-protea-hotel-hilton/,"1 Hilton Avenue, Hilton,Pietermaritzburg,3245,South Africa,",+27-33-343-3311,4.2 ,6
JW Marriott Mumbai Juhu,www.marriott.com/hotels/travel/bomjw-jw-marriott-mumbai-juhu/,"Juhu Tara Road,Mumbai,400049,India,",+91-22-66933000,4.5 ,238
Courtyard Mumbai International Airport,www.marriott.com/hotels/travel/bomcy-courtyard-mumbai-international-airport/,"CTS 215, Opposite Sangam BIG Cinemas, Andheri Kurla Road, Andheri East,Mumbai,400059,India,",+91-22-61369999,4.4 ,333
Protea Hotel Port Elizabeth Marine,www.marriott.com/hotels/travel/plzma-protea-hotel-port-elizabeth-marine/,"Marine Drive, Summerstrand,Port Elizabeth,6001,South Africa,",+27-41-5832101,,
Renaissance Lucknow Hotel,www.marriott.com/hotels/travel/lkobr-renaissance-lucknow-hotel/,"Vipin Khand, Gomti Nagar,,Lucknow,226010,India,",+91-522-405-5555,4.5 ,31
Protea Hotel Oudtshoorn Riempie Estate,www.marriott.com/hotels/travel/grjri-protea-hotel-oudtshoorn-riempie-estate/,"Baron Van Reede Street,Oudtshoorn,6620,South Africa,",+27-44-2726161,,
Kochi Marriott Hotel,www.marriott.com/hotels/travel/cokmc-kochi-marriott-hotel/,"Lulu International Shopping Mall, 34/1111 N. H. 47, Edappally,Kochi,682024,India,",+91-484-7177777,4.7 ,211
Jixian Marriott Hotel,www.marriott.com/hotels/travel/tsnjx-jixian-marriott-hotel/,"No 6 Fenghuangshan Road, Jizhou district,Tianjin,Tianjin,301900,China,",+86-22-2917 9999,4.3 ,213
Fairfield by Marriott Lucknow,www.marriott.com/hotels/travel/lkofi-fairfield-by-marriott-lucknow/,"Opposite Indira Gandhi Pratishthan, Gate No 2, Vibhuti Khand, Gomti Nagar,Lucknow,226010,India,",+91-522-3055555,3.6 ,12
Courtyard Kochi Airport,www.marriott.com/hotels/travel/cokap-courtyard-kochi-airport/,"VIP Road, Opposite Kochi International Airport, Nedumbassery, Vappalassery,Kochi,683572,India,",+91-484-6693333,4.6 ,128
JW Marriott Hotel Kolkata,www.marriott.com/hotels/travel/ccujw-jw-marriott-hotel-kolkata/,"4A, J.B.S. Haldane Avenue,Kolkata,700105,India,",+91-33-6633 0000,4.5 ,17
Zhejiang Taizhou Marriott Hotel,www.marriott.com/hotels/travel/hynmc-zhejiang-taizhou-marriott-hotel/,"No 55 Tianyuan Road, Huangyan District,Taizhou,Zhejiang,318020,China,",+86-576-8871 8888,4.4 ,41
Renaissance Tianjin TEDA Convention Centre Hotel,www.marriott.com/hotels/travel/tsntj-renaissance-tianjin-teda-convention-centre-hotel/,"29 Second Avenue,Teda, Tianjin,300457,China,",+86-22-66218888,4.3 ,56
Renaissance Suzhou Hotel,www.marriott.com/hotels/travel/szvbr-renaissance-suzhou-hotel/,"229 Suzhou Avenue West, Suzhou Industrial Park,Suzhou,Jiangsu,215021,China,",+86-512-67618888,4.4 ,208
Courtyard Tianjin Hongqiao,www.marriott.com/hotels/travel/tsnho-courtyard-tianjin-hongqiao/,"No 166 BeiMa Road, Jie Yuan Street, Hongqiao District,Tianjin,300120,China,",+86-22-5898-5555,,
Suzhou Marriott Hotel,www.marriott.com/hotels/travel/szvmc-suzhou-marriott-hotel/,"1296 Ganjiang Road West, Gusu District,Suzhou,215004,China,",+86-512-82258888,4.5 ,308
"The Lakeview, Tianjin -- Marriott Executive Apartments",www.marriott.com/hotels/travel/tsner-the-lakeview-tianjin--marriott-executive-apartments/,"16 Bin Shui Road, He Xi District,Tianjin,300061,China,",+86-22-5822 3333,4.7 ,6
Renaissance Suzhou Wujiang Hotel,www.marriott.com/hotels/travel/szvsw-renaissance-suzhou-wujiang-hotel/,"199 Hami Road, Shengze Town, Wujiang District,Suzhou City,Jiangsu,215228,China,",+86-512-6303 7888,4.8 ,149
Shenzhen Marriott Hotel Nanshan,www.marriott.com/hotels/travel/szxwt-shenzhen-marriott-hotel-nanshan/,"No. 88, Haide Yi Road, Nanshan District,,Shenzhen,Guangdong,518054,China,",+86-755-8666 6666,4.7 ,166
JW Marriott Hotel Shenzhen,www.marriott.com/hotels/travel/szxjw-jw-marriott-hotel-shenzhen/,"6005 Shennan Boulevard, Futian District,,Shenzhen,Guangdong,518040,China,",+86-755-2269-8888,4.4 ,580
Courtyard Suzhou,www.marriott.com/hotels/travel/szvcy-courtyard-suzhou/,"No 188 Xinghai Street, Suzhou Industrial Park,Suzhou,Jiangsu,215021,China,",+86-512-6706 6666,4.5 ,265
"TEDA, Tianjin-Marriott Executive Apartments",www.marriott.com/hotels/travel/tsnti-teda-tianjin-marriott-executive-apartments/,"No 29 2nd Avenue, TEDA, Xiang Shi Road,,Tianjin,Tianjin,300457,China,",+86-22-6621 8888,3.9 ,14
"The OCT Harbour, Shenzhen - Marriott Executive Apartments",www.marriott.com/hotels/travel/szxer-the-oct-harbour-shenzhen-marriott-executive-apartments/,"No.2039 Baishi Road , The OCT Harbour, Nanshan District,Shenzhen,Guangdong,518053,China,",+86-755-6682 6682,4.6 ,34
Courtyard Xinchang,www.marriott.com/hotels/travel/hghxn-courtyard-xinchang/,"No 111 Qixing Road, Qixing Street, Xinchang County,Shaoxing,Zhejiang,312500,China,",+86-575-8660 7777,4.6 ,37
Fairfield by Marriott Jodhpur Hotel,www.marriott.com/hotels/travel/jdhfi-fairfield-by-marriott-jodhpur-hotel/,"Opposite New High Court, Near Shatabdi Circle, Vijay Raje Nagar,Jodhpur,342013,India,",+91-291-711 2222,,
Renaissance Shanghai Zhongshan Park Hotel,www.marriott.com/hotels/travel/shabz-renaissance-shanghai-zhongshan-park-hotel/,"No. 1018 Changning Road, Changning District,Shanghai,Shanghai,200042,China,",+86-21-61158888,4.4 ,478
African Pride Audacia Manor Boutique Hotel,www.marriott.com/hotels/travel/duram-african-pride-audacia-manor-boutique-hotel/,"11 Sir Arthur Road,Morningside,South Africa,",+27-31-303 9520,,
Protea Hotel Mossel Bay,www.marriott.com/hotels/travel/grjmo-protea-hotel-mossel-bay/,"Corner of Church & Market Streets,Mossel Bay,6500,South Africa,",+27-44-6913738,,
Protea Hotel Fire & Ice! Pretoria Menlyn,www.marriott.com/hotels/travel/pryme-protea-hotel-fire-and-ice!-pretoria-menlyn/,"Summit Place Precinct, 221 Garsfontein Road,Menlyn, Pretoria,Gauteng,0181,South Africa,",+27-12-4718600,4.3 ,36
Protea Hotel Midrand Samrand,www.marriott.com/hotels/travel/jnbla-protea-hotel-midrand-samrand/,"95 Sterling Street,Midrand,1685,South Africa,",+27-12-657-0110,4.1 ,10
Protea Hotel Mahikeng,www.marriott.com/hotels/travel/mbdpr-protea-hotel-mahikeng/,"80 Nelson Mandela Drive,Mahikeng,2745,South Africa,",+27-18-3810400,,
Protea Hotel Cape Town Durbanville,www.marriott.com/hotels/travel/cptdv-protea-hotel-cape-town-durbanville/,"99 Jip de Jager Drive, Vineyards Office Estate,Tyger Valley,7530,South Africa,",+27-21-9139256,4.7 ,9
Protea Hotel Kruger Gate,www.marriott.com/hotels/travel/mqpkg-protea-hotel-kruger-gate/,"On the Sabi River at the Paul Kruger Gate, Portia Shabangu Road, Kruger National Park,Skukuza,Mpumalanga,1350,South Africa,",+27-13-7355671,4.4 ,10
Protea Hotel Stellenbosch,www.marriott.com/hotels/travel/cptst-protea-hotel-stellenbosch/,"Techno Avenue, Techno Park,Stellenbosch,7600,South Africa,",+27-21-880-9500,4.3 ,16
Protea Hotel Johannesburg Balalaika Sandton,www.marriott.com/hotels/travel/jnbba-protea-hotel-johannesburg-balalaika-sandton/,"Maude Street, Sandown,Sandton,2126,South Africa,",+27-11-3225000,4.2 ,29
Protea Hotel Nelspruit,www.marriott.com/hotels/travel/mqpnl-protea-hotel-nelspruit/,"30 Jerepico Street, Orchards,Nelspruit,Mpumalanga,1200,South Africa,",+27-13-752-3948,4.0 ,7
Protea Hotel Saldanha Bay,www.marriott.com/hotels/travel/cptsb-protea-hotel-saldanha-bay/,"51 Main Rd,Saldanha,7395,South Africa,",+27-22-714-1264,4.4 ,7
Protea Hotel Midrand,www.marriott.com/hotels/travel/jnbmi-protea-hotel-midrand/,"14th Street, Noordwyk Ext 20,Midrand,1685,South Africa,",+27-11-3181868,4.3 ,12
Tokyo Marriott Hotel,www.marriott.com/hotels/travel/tyomc-tokyo-marriott-hotel/,"4-7-36, kitashinagawa, Shinagawa-ku,Tokyo,140-0001,Japan,",+81-3-5488-3911,4.5 ,231
Courtyard Tokyo Ginza Hotel,www.marriott.com/hotels/travel/tyocy-courtyard-tokyo-ginza-hotel/,"6-14-10 Ginza, Chuo-ku,Tokyo,104-0061,Japan,",+81-3-35460111,4.4 ,255
Fuji Marriott Hotel Lake Yamanaka,www.marriott.com/hotels/travel/mmjfj-fuji-marriott-hotel-lake-yamanaka/,"1256-1 Hirano, Yamanakako,Yamanashi,401-0502,Japan,",+81-555-65-8489,,
Protea Hotel Zambezi River Lodge,www.marriott.com/hotels/travel/mpapr-protea-hotel-zambezi-river-lodge/,"Ngoma Road, Caprivi Region,Katima Mulilo,9000,Namibia,",+264-66-251 500,,
"The Prince Sakura Tower Tokyo, Autograph Collection",www.marriott.com/hotels/travel/tyoak-the-prince-sakura-tower-tokyo-autograph-collection/,"3-13-1, Takanawa, Minato-ku,Tokyo,108-8612,Japan,",+81-3-5798-1111,4.7 ,323
Lake Biwa Marriott Hotel,www.marriott.com/hotels/travel/osalb-lake-biwa-marriott-hotel/,"2876 Imahama-cyo, Moriyama,Shiga,524-0101,Japan,",+81-77-585-3811,,
Izu Marriott Hotel Shuzenji,www.marriott.com/hotels/travel/fsziz-izu-marriott-hotel-shuzenji/,"1529 Odaira, Izu-shi,Shizuoka,410-2415,Japan,",+81-558-72-3311,,
Osaka Marriott Miyako Hotel,www.marriott.com/hotels/travel/osamc-osaka-marriott-miyako-hotel/,"1-1-43 Abeno-suji, Abeno-ku,Osaka,545-0052,Japan,",+81-6-6628-6111,4.7 ,453
Zhuhai Marriott Hotel,www.marriott.com/hotels/travel/zuhmc-zhuhai-marriott-hotel/,"Building 9, No 177 Jingshan Road, Jida, Xiangzhou District,Zhuhai,Guangdong,519000,China,",+86-756-6318888,4.7 ,187
Yiwu Marriott Hotel,www.marriott.com/hotels/travel/yiwmc-yiwu-marriott-hotel/,"188 Futian Road,Yiwu,Zhejiang,322000,China,",+86-579-8155-8888,4.5 ,81
Courtyard Zhengzhou East,www.marriott.com/hotels/travel/cgocy-courtyard-zhengzhou-east/,"Building B No 77 Shangding Road, Zhengdong New District,,Zhengzhou,Henan,450000,China,",+86-371-85968888,4.5 ,90
Wutai Mountain Marriott Hotel,www.marriott.com/hotels/travel/tynwm-wutai-mountain-marriott-hotel/,"No 300 Daganhe Village, Jingangku Township, Wutai County,Xinzhou,Shanxi,035514,China,",+86-350-3318888,4.2 ,55
"The Fairway Place, Xi'an - Marriott Executive Apartments",www.marriott.com/hotels/travel/xiyer-the-fairway-place-xian-marriott-executive-apartments/,"No 16 Gaoxin 4th Road, Gaoxin District,,Xian,Shaanxi,710075,China,",+86-29-68669999,4.7 ,36
Renaissance Wuhan Hotel,www.marriott.com/hotels/travel/wuhbr-renaissance-wuhan-hotel/,"160 Xudong Avenue, Wuchang District,Wuhan,Hubei,430062,China,",+86-27-86621388,4.5 ,533
Zhuzhou Marriott Hotel,www.marriott.com/hotels/travel/csxzh-zhuzhou-marriott-hotel/,"No 160 Longxing Road, Tianyuan District,,Zhuzhou,Hunan,412007,China,",+86-731-2365 8888,4.4 ,101
Renaissance Naruto Resort,www.marriott.com/hotels/travel/tksrn-renaissance-naruto-resort/,"16-45 Oge-Tosadomoariura-Naruto-cho,Naruto,772-0053,Japan,",+81-886-872580,4.5 ,104
Nanki-Shirahama Marriott Hotel,www.marriott.com/hotels/travel/osana-nanki-shirahama-marriott-hotel/,"2428 Shirahama-cho,Nishimuro-gun,649-2211,Japan,",+81-739-43-8000,,
Renaissance Okinawa Resort,www.marriott.com/hotels/travel/okarn-renaissance-okinawa-resort/,"3425-2  Yamada,Onna-son,  Kunigami-gun,904-0416,Japan,",+81-98-965-0707,4.4 ,326
Courtyard Hangzhou Wulin,www.marriott.com/hotels/travel/hghcy-courtyard-hangzhou-wulin/,"28 Hushu South Road, Gongshu District,Hangzhou,Zhejiang,310006,China,",+86-571-8981 7777,4.6 ,504
Courtyard Shin-Osaka Station,www.marriott.com/hotels/travel/osacy-courtyard-shin-osaka-station/,"1-2-70 Miyahara, Yodogawa-ku,,Osaka,5320003,Japan,",+81-6-6350-5701,4.4 ,350
JW Marriott Hotel Zhengzhou,www.marriott.com/hotels/travel/cgojw-jw-marriott-hotel-zhengzhou/,"Millennium Royal Plaza, No 2 Central Business District, Zhengdong New District,Zhengzhou,Henan,450018,China,",+86-371-8882 8888,4.5 ,275
Renaissance Haikou Hotel,www.marriott.com/hotels/travel/hakmh-renaissance-haikou-hotel/,"No 39 Yangshan Boulevard, Longhua District,Haikou,Hainan,571155,China,",+86-898-3288 3020,,
Haikou Marriott Hotel,www.marriott.com/hotels/travel/hakmc-haikou-marriott-hotel/,"No 292 Binhai Avenue, Xiuying District,Haikou,Hainan,570311,China,",+86-898-6870 8666,4.6 ,212
Courtyard Hangzhou Qianjiang,www.marriott.com/hotels/travel/hghqj-courtyard-hangzhou-qianjiang/,"No. 298 Fuchun Road, Jianggan District,Hangzhou,310020,China,",+86-571-8837-8888,4.6 ,369
"China Hotel, A Marriott Hotel, Guangzhou",www.marriott.com/hotels/travel/canmc-china-hotel-a-marriott-hotel-guangzhou/,"122 Liu Hua Road, Yue Xiu District,Guangzhou,Guangdong,510015,China,",+86-20-86666888,4.1 ,515
Renaissance Guiyang Hotel,www.marriott.com/hotels/travel/kwebr-renaissance-guiyang-hotel/,"No. 8 Lincheng East Road, Jinyang New District,Guiyang,Guizhou,550081,China,",+86-851-85558888,4.2 ,247
Guangzhou Marriott Hotel Tianhe,www.marriott.com/hotels/travel/canti-guangzhou-marriott-hotel-tianhe/,"228 Tianhe Road, Tianhe District,Guangzhou,Guangdong,510620,China,",+86-20-6108 8888,4.6 ,407
Chongqing Marriott Hotel,www.marriott.com/hotels/travel/ckgmc-chongqing-marriott-hotel/,"No 9 Yan Yu Road, Nan An District,,Chongqing,400060,China,",+86-23-8666 9999,4.4 ,156
Shunde Marriott Hotel,www.marriott.com/hotels/travel/cansm-shunde-marriott-hotel/,"Midea Plaza 388 Nanguo Road East, Daliang Shunde District,Foshan,Guangdong,528300,China,",+86-0757-2989-8888,4.4 ,234
Courtyard Shanghai Fengxian,www.marriott.com/hotels/travel/shafn-courtyard-shanghai-fengxian/,"No1 Nanqiao Road, Nanqiao Town,Fengxian,Shanghai,201499,China,",+86-21-57429999,4.7 ,37
Nagoya Marriott Associa Hotel,www.marriott.com/hotels/travel/ngodt-nagoya-marriott-associa-hotel/,"1-1-4 Meieki, Nakamura-ku,Nagoya,450-6002,Japan,",+81-52-5841111,4.4 ,259
Karuizawa Marriott Hotel,www.marriott.com/hotels/travel/mmjkh-karuizawa-marriott-hotel/,"4339 Nagakura,Karuizawa,389-0111,Japan,",+81-267-46-6611,4.4 ,27
Renaissance Tianjin Lakeview Hotel,www.marriott.com/hotels/travel/tsnlv-renaissance-tianjin-lakeview-hotel/,"16 Bin Shui Road, He Xi District,Tianjin,300061,China,",+86-22-5822 3388,4.5 ,158
Courtyard Hyderabad,www.marriott.com/hotels/travel/hydcy-courtyard-hyderabad/,"1-3-1024 Lower Tank Bund Road,Hyderabad,500 080,India,",+91-40-2752-1222,4.5 ,137
Hyderabad Marriott Hotel & Convention Centre,www.marriott.com/hotels/travel/hydmc-hyderabad-marriott-hotel-and-convention-centre/,"Tank Bund Road, Opposite Hussain Sagar Lake,Hyderabad,500080,India,",+91-40-27522999,4.2 ,170
Courtyard Gurugram Downtown,www.marriott.com/hotels/travel/delgu-courtyard-gurugram-downtown/,"Plot no - 27 B, Sector Road, B Block, Sushant Lok - 1, Sector 27,Gurugram Haryana,122 002,India,",+91-124-4888444,4.3 ,117
JW Marriott Hotel Chandigarh,www.marriott.com/hotels/travel/ixcjw-jw-marriott-hotel-chandigarh/,"Plot no: 6, Sector 35-B, Dakshin Marg,Chandigarh,1600 35,India,",+91-172-395 5555,4.4 ,206
Courtyard Tokyo Station,www.marriott.com/hotels/travel/tyogz-courtyard-tokyo-station/,"2-1-3 Kyobashi,Chuou-ku,104-0031,Japan,",+81-3-5488-3923,4.5 ,312
Courtyard Chennai,www.marriott.com/hotels/travel/maacy-courtyard-chennai/,"564 Anna Salai, Teynampet,Chennai,600018,India,",+91-44-66764000,4.3 ,294
Bengaluru Marriott Hotel Whitefield,www.marriott.com/hotels/travel/blrwf-bengaluru-marriott-hotel-whitefield/,"8th Road, Plot No 75, EPIP Area, Whitefield,Bengaluru,560066,India,",+91-80-49435000,4.8 ,136
Courtyard Bilaspur,www.marriott.com/hotels/travel/pabcy-courtyard-bilaspur/,"Citymall 36, Mangla Chowk,Bilaspur, Chhattisgarh,495001,India,",+91-7752-432222,4.4 ,50
Fairfield by Marriott Bengaluru Rajajinagar,www.marriott.com/hotels/travel/blrfb-fairfield-by-marriott-bengaluru-rajajinagar/,"59th C Cross, 4th M Block, Rajaji Nagar,Bengaluru,560 010,India,",+91-80-49470000,4.4 ,132
Courtyard Bengaluru Outer Ring Road,www.marriott.com/hotels/travel/blrgt-courtyard-bengaluru-outer-ring-road/,"Outer Ring Road, Marathahalli Sarjapur Road, Bellandur,Bengaluru,560103,India,",+91-80-7120 3040,4.8 ,44
Fairfield by Marriott Bengaluru Outer Ring Road,www.marriott.com/hotels/travel/blrfi-fairfield-by-marriott-bengaluru-outer-ring-road/,"Outer Ring Road, Marathahalli Sarjapur Road,Bengaluru,560103,India,",+91-80-7120 3040,4.8 ,23
Courtyard Bhopal,www.marriott.com/hotels/travel/bhocy-courtyard-bhopal/,"DB City - Arera Hills,Bhopal,462011,India,",+91-755-309-6444,4.5 ,160
JW Marriott Hotel Bengaluru,www.marriott.com/hotels/travel/blrjw-jw-marriott-hotel-bengaluru/,"24/1 Vittal Mallya Road,Bengaluru,560001,India,",+91-80-6718 9999,4.6 ,191
Protea Hotel Ndola,www.marriott.com/hotels/travel/nlapr-protea-hotel-ndola/,"Ndola / Kitwe Dual Carriage Way,Ndola,Copperbelt,Zambia,",+260-212-626 200,4.1 ,7
Okinawa Marriott Resort & Spa,www.marriott.com/hotels/travel/okamc-okinawa-marriott-resort-and-spa/,"1490-1 Kise Nago-shi,Nago City Okinawa,905-0026,Japan,",+81-980-511000,4.4 ,168
Protea Hotel Lusaka Tower,www.marriott.com/hotels/travel/luntw-protea-hotel-lusaka-tower/,"Arcades Shopping and Entertainment Complex, Corner Thabo Mbeki and Great East Road,Lusaka,10101,Zambia,",+260-21-137-5800,,
Fairfield by Marriott Amritsar,www.marriott.com/hotels/travel/atqfi-fairfield-by-marriott-amritsar/,"Naushera House, Court Road,Amritsar,143001,India,",+91-999-999920,,
Protea Hotel Livingstone,www.marriott.com/hotels/travel/lvili-protea-hotel-livingstone/,"Mosi-O-Tunya Road,Livingstone,10101,Zambia,",+260-213-324 630,4.6 ,7
Protea Hotel Lusaka,www.marriott.com/hotels/travel/lunls-protea-hotel-lusaka/,"Arcades Shopping Complex,Lusaka,10101,Zambia,",+260-211-254664,3.4 ,5
Fairfield by Marriott Belagavi,www.marriott.com/hotels/travel/ixgfi-fairfield-by-marriott-belagavi/,"Gogte Plaza,Belgaum,591113,India,",+91-831-2416977,,
Courtyard Ahmedabad,www.marriott.com/hotels/travel/amdcy-courtyard-ahmedabad/,"Ramdev Nagar Cross Road, Satellite Road,Ahmedabad,380015,India,",+91-79-66185000,4.4 ,165
Protea Hotel Kampala,www.marriott.com/hotels/travel/ebbka-protea-hotel-kampala/,"Elgon Terrace, Kololo,Kampala,9421,Uganda,",+256-312-550 000,,
Protea Hotel Chingola,www.marriott.com/hotels/travel/kiwpr-protea-hotel-chingola/,"Kabundi Road,Chingola,10101,Zambia,",+260-21-2312810,,
Changzhou Marriott Hotel,www.marriott.com/hotels/travel/czxmc-changzhou-marriott-hotel/,"No 1590 Long Jin Road, Xinbei District,Changzhou,Jiangsu,213022,China,",+86-519-6801 8888,4.5 ,141
Protea Hotel Lusaka Cairo Road,www.marriott.com/hotels/travel/lunca-protea-hotel-lusaka-cairo-road/,"Plot 11 A Cairo Road, Katondo Street,Lusaka,10101,Zambia,",+260-211-238360,,
Renaissance Beijing Wangfujing Hotel,www.marriott.com/hotels/travel/bjswf-renaissance-beijing-wangfujing-hotel/,"57 Wangfujing Street, Dongcheng District,Beijing,Beijing,100006,China,",+86-10-6520 8888,4.5 ,379
Courtyard Boluo,www.marriott.com/hotels/travel/huzcy-courtyard-boluo/,"9 East Jiangnan Avenue,Boluo Huizhou,Guangdong,516100,China,",+86-752-635-9999,4.6 ,99
Beijing Marriott Hotel Northeast,www.marriott.com/hotels/travel/bjses-beijing-marriott-hotel-northeast/,"26A Xiao Yun Road, Chaoyang District,Beijing,Beijing,100125,China,",+86-10-59278888,4.5 ,197
